日付,場コード,レース,判定,主役艇,スコア,着順,配当,波乱正誤,主役正誤
20260527,13,5R,堅め,1,0.194,1-2-5,630,○,◎
20260527,13,6R,堅め,1,0.118,1-3-4,900,○,◎
20260527,13,7R,混戦,1,-0.017,1-2-6,16600,-,◎
20260527,13,8R,堅め,1,0.25,1-2-5,1240,○,◎
20260527,13,9R,堅め,1,0.064,1-4-6,2260,○,◎
20260527,13,10R,波乱,4,-0.209,1-4-3,1250,×,○
20260527,13,11R,堅め,1,0.237,1-6-3,2300,○,◎
20260527,13,12R,混戦,1,0.0,1-4-6,2220,-,◎
20260527,15,1R,混戦,1,-0.001,4-6-2,17080,-,×
20260527,15,2R,堅め,1,0.081,1-2-3,1290,○,◎
20260527,15,3R,波乱,4,-0.073,6-2-1,59270,○,×
20260527,15,4R,波乱,4,-0.061,1-2-3,1720,×,×
20260527,15,5R,堅め,1,0.064,2-6-5,8600,×,×
20260527,15,6R,混戦,1,-0.026,1-2-5,1070,-,◎
20260527,15,7R,波乱,4,-0.262,5-6-1,12550,○,×
20260527,15,8R,堅め,1,0.094,1-2-4,590,○,◎
20260527,15,9R,波乱,4,-0.127,1-2-6,1950,×,×
20260527,15,10R,堅め,1,0.248,2-1-6,11140,×,○
20260527,15,11R,堅め,1,0.117,2-1-5,1520,○,○
20260527,15,12R,堅め,1,0.077,5-1-2,2180,○,○
20260527,17,1R,堅め,1,0.153,1-4-2,750,○,◎
20260527,17,2R,混戦,1,0.049,5-2-1,42820,-,○
20260527,17,3R,混戦,1,0.039,5-1-4,11690,-,○
20260527,17,4R,堅め,1,0.162,1-5-3,1160,○,◎
20260527,17,5R,混戦,1,0.075,1-4-6,4500,-,◎
20260527,17,6R,波乱,4,-0.267,2-3-5,2710,×,×
20260527,17,7R,混戦,1,-0.018,4-6-5,3540,-,×
20260527,17,8R,波乱,4,-0.29,4-6-5,110,×,◎
20260527,17,9R,混戦,1,0.067,5-6-2,3300,-,×
20260527,17,10R,堅め,1,0.087,5-4-6,15340,×,×
20260527,17,11R,混戦,1,0.018,1-2-6,1800,-,◎
20260527,17,12R,混戦,1,-0.026,2-1-3,4800,-,○
20260527,18,1R,堅め,1,0.116,1-2-3,700,○,◎
20260527,18,2R,堅め,1,0.249,1-4-2,1210,○,◎
20260527,18,3R,堅め,1,0.106,1-3-5,560,○,◎
20260527,18,4R,堅め,1,0.205,2-4-1,3890,○,○
20260527,18,5R,波乱,4,-0.078,4-6-5,14730,○,◎
20260527,18,6R,波乱,4,-0.128,6-2-5,38580,○,×
20260527,18,7R,波乱,4,-0.395,4-6-5,3590,×,◎
20260527,18,8R,波乱,4,-0.137,4-5-1,4210,×,◎
20260527,18,9R,堅め,1,0.224,4-1-5,1860,○,○
20260527,18,10R,堅め,1,0.357,5-1-2,8230,×,○
20260527,18,11R,波乱,4,-0.143,1-3-4,6520,○,○
20260527,18,12R,混戦,1,-0.0,1-4-3,1880,-,◎
20260527,21,1R,堅め,1,0.088,1-2-3,930,○,◎
20260527,21,2R,波乱,4,-0.207,3-5-4,2130,×,○
20260527,21,3R,堅め,1,0.146,1-2-3,2650,○,◎
20260527,21,4R,混戦,1,0.029,6-1-2,57920,-,○
20260527,21,5R,堅め,1,0.198,1-6-2,4760,○,◎
20260527,21,6R,波乱,4,-0.057,3-6-5,16320,○,×
20260527,21,7R,混戦,1,-0.011,4-1-5,2400,-,○
20260527,21,8R,混戦,1,-0.005,2-3-4,3640,-,×
20260527,21,9R,堅め,1,0.211,1-2-4,1160,○,◎
20260527,21,10R,混戦,1,-0.004,3-5-2,2420,-,×
20260527,21,11R,堅め,1,0.091,3-1-4,1430,○,○
20260527,21,12R,堅め,1,0.053,1-2-5,2070,○,◎
20260527,24,1R,堅め,1,0.222,1-5-4,4080,○,◎
20260527,24,2R,波乱,4,-0.224,6-1-2,14810,○,×
20260527,24,3R,波乱,4,-0.128,2-1-5,3200,×,×
20260527,24,4R,堅め,1,0.292,1-3-2,390,○,◎
20260527,24,5R,波乱,4,-0.312,1-5-4,5350,○,○
20260527,24,6R,波乱,4,-0.105,1-3-6,11470,○,×
20260527,24,7R,混戦,1,0.037,3-1-4,600,-,○
20260527,24,8R,堅め,1,0.133,1-5-4,740,○,◎
20260527,24,9R,混戦,1,0.011,1-3-5,920,-,◎
20260527,24,10R,混戦,1,0.005,1-3-2,1030,-,◎
20260527,24,11R,堅め,1,0.198,1-2-4,780,○,◎
20260527,24,12R,堅め,1,0.316,3-1-5,10810,×,○
20260528,01,1R,混戦,1,0.014,2-3-1,2850,-,○
20260528,01,2R,堅め,1,0.031,3-2-6,16810,×,×
20260528,01,3R,混戦,1,-0.018,3-2-1,5600,-,○
20260528,01,4R,堅め,1,0.227,3-6-2,2700,○,×
20260528,01,5R,混戦,1,0.008,1-2-4,7140,-,◎
20260528,01,6R,堅め,1,0.214,1-3-4,410,○,◎
20260528,01,7R,堅め,1,0.117,2-4-3,10780,×,×
20260528,01,8R,堅め,1,0.116,5-4-3,10520,×,×
20260528,01,9R,堅め,1,0.107,1-4-2,2100,○,◎
20260528,01,10R,堅め,1,0.148,2-3-1,8880,×,○
20260528,01,11R,堅め,1,0.187,1-2-4,1700,○,◎
20260528,01,12R,堅め,1,0.041,1-3-2,1430,○,◎
20260528,02,1R,混戦,1,-0.003,1-3-6,1970,-,◎
20260528,02,2R,混戦,1,-0.011,3-1-5,6840,-,○
20260528,02,3R,波乱,4,-0.229,1-4-2,950,×,○
20260528,02,4R,波乱,4,-0.166,1-4-3,2590,×,○
20260528,02,5R,混戦,1,0.056,3-1-2,4530,-,○
20260528,02,6R,混戦,1,0.024,5-4-1,3170,-,○
20260528,02,7R,堅め,1,0.115,3-2-1,3650,○,○
20260528,02,8R,波乱,4,-0.05,2-4-1,4040,×,○
20260528,02,9R,混戦,1,-0.029,2-3-1,1830,-,○
20260528,02,10R,堅め,1,0.239,4-3-1,4790,○,○
20260528,02,11R,堅め,1,0.235,4-6-1,13410,×,○
20260528,02,12R,堅め,1,0.272,5-1-2,11960,×,○
20260528,03,1R,混戦,1,-0.006,2-5-4,8810,-,×
20260528,03,2R,堅め,1,0.152,5-1-3,2720,○,○
20260528,03,3R,波乱,4,-0.153,4-2-3,2290,×,◎
20260528,03,4R,混戦,1,0.014,1-2-3,470,-,◎
20260528,03,5R,堅め,1,0.042,1-2-6,12940,×,◎
20260528,03,6R,波乱,4,-0.205,1-3-4,1140,×,○
20260528,03,7R,堅め,1,0.281,1-3-5,850,○,◎
20260528,03,8R,堅め,1,0.133,1-4-2,570,○,◎
20260528,03,9R,堅め,1,0.12,1-4-3,2650,○,◎
20260528,03,10R,波乱,4,-0.184,1-3-6,2890,×,×
20260528,03,11R,堅め,1,0.295,3-1-4,8170,×,○
20260528,03,12R,堅め,1,0.084,6-1-2,80030,×,○
20260528,06,1R,波乱,4,-0.064,2-1-3,2330,×,×
20260528,06,2R,波乱,4,-0.09,1-3-5,9000,○,×
20260528,06,3R,混戦,1,-0.007,1-3-5,1610,-,◎
20260528,06,4R,混戦,1,0.103,1-2-3,1510,-,◎
20260528,06,5R,波乱,4,-0.079,1-3-5,1730,×,×
20260528,06,6R,波乱,4,-0.084,1-5-6,7290,○,×
20260528,06,7R,堅め,1,0.131,1-5-6,3590,○,◎
20260528,06,8R,混戦,1,0.008,5-2-6,23950,-,×
20260528,06,9R,波乱,4,-0.09,1-2-4,580,×,○
20260528,06,10R,混戦,1,-0.001,1-2-3,2000,-,◎
20260528,06,11R,波乱,4,-0.075,1-4-5,1280,×,○
20260528,06,12R,混戦,1,0.098,1-2-4,1280,-,◎
20260528,07,1R,混戦,1,0.015,1-3-5,3550,-,◎
20260528,07,2R,波乱,4,-0.078,1-2-4,8520,○,○
20260528,07,3R,混戦,1,0.014,5-6-1,3620,-,○
20260528,07,4R,混戦,1,-0.021,1-5-2,1050,-,◎
20260528,07,5R,堅め,1,0.168,5-3-6,39520,×,×
20260528,07,6R,堅め,1,0.26,1-5-3,1460,○,◎
20260528,07,7R,堅め,1,0.194,1-3-4,410,○,◎
20260528,07,8R,堅め,1,0.068,1-2-4,2870,○,◎
20260528,07,9R,混戦,1,0.015,2-5-4,11640,-,×
20260528,07,10R,混戦,1,-0.029,1-4-3,1920,-,◎
20260528,07,11R,堅め,1,0.263,1-4-5,1220,○,◎
20260528,07,12R,混戦,1,-0.024,1-4-6,1160,-,◎
20260528,08,1R,堅め,1,0.179,1-4-3,1200,○,◎
20260528,08,2R,混戦,1,0.014,3-2-5,1590,-,×
20260528,08,3R,波乱,4,-0.137,5-4-1,2040,×,○
20260528,08,4R,波乱,4,-0.201,1-5-3,4660,×,×
20260528,08,5R,波乱,4,-0.038,1-4-5,6990,○,○
20260528,08,6R,堅め,1,0.262,3-1-4,950,○,○
20260528,08,7R,波乱,4,-0.172,2-3-1,1060,×,×
20260528,08,8R,波乱,4,-0.329,1-4-3,3980,×,○
20260528,08,9R,堅め,1,0.133,2-3-4,8900,×,×
20260528,08,10R,混戦,1,0.017,6-2-4,31690,-,×
20260528,08,11R,堅め,1,0.107,1-2-4,770,○,◎
20260528,08,12R,堅め,1,0.282,1-5-3,850,○,◎
20260528,10,1R,混戦,1,0.049,1-2-4,540,-,◎
20260528,10,2R,堅め,1,0.426,1-2-6,520,○,◎
20260528,10,3R,堅め,1,0.298,5-1-4,19660,×,○
20260528,10,4R,波乱,4,-0.06,1-4-6,810,×,○
20260528,10,5R,波乱,4,-0.132,1-4-6,1520,×,○
20260528,10,6R,波乱,4,-0.107,1-4-5,1050,×,○
20260528,10,7R,混戦,1,0.028,1-3-2,590,-,◎
20260528,10,8R,波乱,4,-0.156,4-6-1,3030,×,◎
20260528,10,9R,混戦,1,-0.004,6-1-3,2000,-,○
20260528,10,10R,堅め,1,0.177,1-2-5,1170,○,◎
20260528,10,11R,堅め,1,0.202,1-2-3,560,○,◎
20260528,10,12R,混戦,1,0.039,1-4-5,3580,-,◎
20260528,15,1R,波乱,4,-0.087,1-2-6,2720,×,×
20260528,15,2R,波乱,4,-0.042,4-6-5,7590,○,◎
20260528,15,3R,波乱,4,-0.156,1-4-3,1350,×,○
20260528,15,4R,混戦,1,0.022,3-4-1,1570,-,○
20260528,15,5R,混戦,1,-0.027,2-4-1,54730,-,○
20260528,15,6R,波乱,4,-0.149,2-4-5,9380,○,○
20260528,15,7R,波乱,4,-0.038,1-6-2,2390,×,×
20260528,15,8R,堅め,1,0.054,1-3-4,1170,○,◎
20260528,15,9R,波乱,4,-0.108,1-2-6,870,×,×
20260528,15,10R,堅め,1,0.1,1-3-6,1960,○,◎
20260528,15,11R,堅め,1,0.148,1-2-4,1280,○,◎
20260528,15,12R,混戦,1,0.012,2-5-1,8800,-,○
20260528,17,1R,混戦,1,0.034,1-2-4,700,-,◎
20260528,17,2R,波乱,4,-0.097,4-2-1,10910,○,◎
20260528,17,3R,波乱,4,-0.22,1-2-6,1850,×,×
20260528,17,4R,波乱,4,-0.158,1-3-2,1420,×,×
20260528,17,5R,堅め,1,0.233,1-3-2,490,○,◎
20260528,17,6R,波乱,4,-0.23,1-2-4,1360,×,○
20260528,17,7R,堅め,1,0.304,3-1-2,4910,○,○
20260528,17,8R,波乱,4,-0.213,3-5-6,8370,○,×
20260528,17,9R,堅め,1,0.188,1-5-4,2430,○,◎
20260528,17,10R,波乱,4,-0.159,6-4-5,12710,○,○
20260528,17,11R,混戦,1,-0.016,1-4-2,3510,-,◎
20260528,17,12R,堅め,1,0.092,2-1-5,6530,×,○
20260528,18,1R,堅め,1,0.178,1-4-3,1200,○,◎
20260528,18,2R,混戦,1,0.031,1-2-6,560,-,◎
20260528,18,3R,波乱,4,-0.155,1-4-3,850,×,○
20260528,18,4R,堅め,1,0.416,1-2-5,400,○,◎
20260528,18,5R,堅め,1,0.127,1-2-5,3310,○,◎
20260528,18,6R,波乱,4,-0.242,2-3-6,2030,×,×
20260528,18,7R,堅め,1,0.091,1-3-5,1080,○,◎
20260528,18,8R,波乱,4,-0.161,5-1-4,26870,○,○
20260528,18,9R,堅め,1,0.168,3-1-4,1840,○,○
20260528,18,10R,波乱,4,-0.231,1-2-6,14900,○,×
20260528,18,11R,波乱,4,-0.147,2-1-3,2560,×,×
20260528,18,12R,混戦,1,-0.016,1-2-4,1780,-,◎
20260528,21,1R,混戦,1,-0.021,2-3-1,25440,-,○
20260528,21,2R,混戦,1,0.031,1-2-3,820,-,◎
20260528,21,3R,堅め,1,0.12,4-3-5,62230,×,×
20260528,21,4R,混戦,1,0.02,1-2-4,600,-,◎
20260528,21,5R,堅め,1,0.3,1-2-6,4590,○,◎
20260528,21,6R,混戦,1,-0.004,5-2-1,3130,-,○
20260528,21,7R,堅め,1,0.04,1-3-2,820,○,◎
20260528,21,8R,波乱,4,-0.103,2-1-3,2430,×,×
20260528,21,9R,堅め,1,0.14,1-2-4,1190,○,◎
20260528,21,10R,堅め,1,0.114,3-1-4,7380,×,○
20260528,21,11R,波乱,4,-0.056,1-2-5,2520,×,×
20260528,21,12R,混戦,1,-0.02,2-3-6,2240,-,×
20260528,24,1R,混戦,1,-0.015,4-1-2,12310,-,○
20260528,24,2R,堅め,1,0.071,1-4-6,2400,○,◎
20260528,24,3R,堅め,1,0.122,1-2-4,2890,○,◎
20260528,24,4R,波乱,4,-0.229,4-1-2,1940,×,◎
20260528,24,5R,堅め,1,0.148,5-6-2,7410,×,×
20260528,24,6R,堅め,1,0.275,1-6-3,770,○,◎
20260528,24,7R,堅め,1,0.129,2-3-1,24720,×,○
20260528,24,8R,堅め,1,0.119,1-2-3,700,○,◎
20260528,24,9R,堅め,1,0.156,2-5-3,49260,×,×
20260528,24,11R,混戦,1,0.049,1-2-4,840,-,◎
20260528,24,12R,堅め,1,0.311,3-6-4,17170,×,×
20260529,02,1R,波乱,4,-0.05,2-3-1,10030,○,×
20260529,02,2R,混戦,1,0.011,1-2-6,3050,-,◎
20260529,02,3R,波乱,4,-0.297,3-4-2,4630,×,○
20260529,02,4R,波乱,4,-0.186,1-3-6,11380,○,×
20260529,02,5R,混戦,1,0.056,5-1-2,1590,-,○
20260529,02,6R,混戦,1,0.027,4-2-3,30840,-,×
20260529,02,7R,堅め,1,0.086,2-1-6,2260,○,○
20260529,02,8R,堅め,1,0.244,2-3-1,900,○,○
20260529,02,9R,混戦,1,-0.011,3-4-1,910,-,○
20260529,02,10R,混戦,1,-0.014,3-1-4,3420,-,○
20260529,02,11R,堅め,1,0.27,2-1-3,9940,×,○
20260529,02,12R,堅め,1,0.237,1-5-2,1240,○,◎
20260529,03,1R,波乱,4,-0.119,6-1-5,63020,○,×
20260529,03,2R,堅め,1,0.347,3-1-5,1940,○,○
20260529,03,3R,波乱,4,-0.177,1-2-3,2130,×,×
20260529,03,4R,堅め,1,0.27,1-3-5,2870,○,◎
20260529,06,1R,混戦,1,0.014,4-3-6,28790,-,×
20260529,06,2R,混戦,1,0.109,4-3-2,50800,-,×
20260529,06,3R,混戦,1,0.076,5-1-3,8930,-,○
20260529,06,4R,混戦,1,0.053,1-5-3,5130,-,◎
20260529,06,5R,波乱,4,-0.19,4-5-3,890,×,◎
20260529,06,6R,波乱,4,-0.045,4-5-2,5560,○,◎
20260529,06,7R,混戦,1,-0.003,1-5-3,2010,-,◎
20260529,06,8R,混戦,1,-0.005,3-6-2,74010,-,×
20260529,06,9R,波乱,4,-0.031,6-2-5,40480,○,×
20260529,06,10R,波乱,4,-0.04,1-3-4,3050,×,○
20260529,06,11R,混戦,1,0.077,1-4-3,1850,-,◎
20260529,06,12R,混戦,1,0.03,1-4-5,1960,-,◎
20260529,07,1R,堅め,1,0.073,3-1-2,5440,×,○
20260529,07,2R,混戦,1,-0.021,3-6-4,5710,-,×
20260529,07,3R,波乱,4,-0.362,1-4-3,1880,×,○
20260529,07,4R,波乱,4,-0.248,5-4-6,4220,×,○
20260529,07,5R,波乱,4,-0.074,5-1-6,21450,○,×
20260529,07,6R,波乱,4,-0.106,3-1-4,9210,○,○
20260529,07,7R,堅め,1,0.098,1-4-3,1240,○,◎
20260529,07,8R,波乱,4,-0.095,1-3-2,6760,○,×
20260529,07,9R,堅め,1,0.136,1-5-2,5230,×,◎
20260529,07,10R,堅め,1,0.292,1-2-6,960,○,◎
20260529,07,11R,堅め,1,0.261,1-3-5,880,○,◎
20260529,07,12R,堅め,1,0.097,1-6-2,7220,×,◎
20260529,08,1R,堅め,1,0.283,1-6-5,2440,○,◎
20260529,08,2R,波乱,4,-0.22,2-4-1,2160,×,○
20260529,08,3R,波乱,4,-0.069,1-6-2,1820,×,×
20260529,08,4R,波乱,4,-0.117,3-2-1,6690,○,×
20260529,08,5R,波乱,4,-0.078,1-5-4,1180,×,○
20260529,08,6R,堅め,1,0.202,1-3-4,580,○,◎
20260529,08,7R,混戦,1,0.024,5-6-1,1290,-,○
20260529,08,8R,混戦,1,0.027,5-3-6,580,-,×
20260529,08,9R,堅め,1,0.234,2-1-3,1870,○,○
20260529,08,10R,波乱,4,-0.034,1-4-3,720,×,○
20260529,08,11R,波乱,4,-0.127,1-3-5,1480,×,×
20260529,08,12R,混戦,1,0.028,4-1-5,2950,-,○
20260529,09,1R,堅め,1,0.097,3-1-5,19630,×,○
20260529,09,2R,混戦,1,0.011,3-4-5,3270,-,×
20260529,09,3R,波乱,4,-0.04,3-6-1,3290,×,×
20260529,09,4R,波乱,4,-0.238,3-2-4,2000,×,○
20260529,09,5R,堅め,1,0.191,4-1-2,15410,×,○
20260529,09,6R,波乱,4,-0.129,4-5-6,140,×,◎
20260529,09,7R,波乱,4,-0.042,5-2-3,1320,×,×
20260529,09,8R,堅め,1,0.104,1-2-5,1680,○,◎
20260529,09,9R,堅め,1,0.155,2-6-5,7710,×,×
20260529,09,10R,堅め,1,0.095,1-5-3,1040,○,◎
20260529,09,11R,堅め,1,0.078,1-3-6,910,○,◎
20260529,09,12R,混戦,1,-0.002,1-2-5,1630,-,◎
20260529,11,1R,混戦,1,0.075,4-1-5,6620,-,○
20260529,11,2R,堅め,1,0.119,5-2-6,3930,○,×
20260529,11,3R,混戦,1,0.084,5-2-4,10520,-,×
20260529,11,4R,混戦,1,0.103,3-1-6,3710,-,○
20260529,11,5R,波乱,4,-0.088,1-6-3,28680,○,×
20260529,11,6R,混戦,1,-0.01,2-3-5,1040,-,×
20260529,11,7R,波乱,4,-0.121,1-2-3,2670,×,×
20260529,11,8R,堅め,1,0.125,1-4-3,1120,○,◎
20260529,11,9R,波乱,4,-0.182,3-4-5,4580,×,○
20260529,11,10R,堅め,1,0.139,1-3-2,1190,○,◎
20260529,11,11R,混戦,1,0.042,1-2-5,1480,-,◎
20260529,11,12R,混戦,1,0.078,1-4-2,1320,-,◎
20260529,14,1R,堅め,1,0.152,3-1-2,2330,○,○
20260529,14,2R,波乱,4,-0.113,2-5-3,1560,×,×
20260529,14,3R,堅め,1,0.096,1-3-6,960,○,◎
20260529,14,4R,堅め,1,0.048,4-1-3,2280,○,○
20260529,14,5R,堅め,1,0.109,1-2-5,3170,○,◎
20260529,14,6R,波乱,4,-0.205,4-5-2,3560,×,◎
20260529,14,7R,波乱,4,-0.039,5-1-3,8530,○,×
20260529,14,8R,波乱,4,-0.364,4-2-6,4230,×,◎
20260529,14,9R,波乱,4,-0.057,1-2-4,1020,×,○
20260529,14,10R,混戦,1,-0.029,2-6-1,37010,-,○
20260529,14,11R,混戦,1,0.033,1-3-4,970,-,◎
20260529,14,12R,混戦,1,0.036,3-5-1,10620,-,○
20260529,15,1R,混戦,1,0.006,1-6-4,2430,-,◎
20260529,15,2R,波乱,4,-0.118,4-6-5,18170,○,◎
20260529,15,3R,混戦,1,0.005,2-5-1,5470,-,○
20260529,15,4R,波乱,4,-0.167,1-4-2,12270,○,○
20260529,15,5R,混戦,1,0.005,2-6-1,3050,-,○
20260529,15,6R,堅め,1,0.092,1-3-5,960,○,◎
20260529,15,7R,波乱,4,-0.137,4-2-5,21450,○,◎
20260529,15,8R,堅め,1,0.209,1-4-3,1470,○,◎
20260529,15,9R,波乱,4,-0.113,3-2-4,18660,○,○
20260529,15,10R,堅め,1,0.19,1-3-5,850,○,◎
20260529,15,11R,堅め,1,0.138,1-4-2,1080,○,◎
20260529,15,12R,波乱,4,-0.083,3-1-2,17190,○,×
20260529,17,1R,堅め,1,0.225,1-4-3,2120,○,◎
20260529,17,2R,混戦,1,0.052,1-5-3,2450,-,◎
20260529,17,3R,混戦,1,-0.03,1-3-6,640,-,◎
20260529,17,4R,堅め,1,0.119,3-5-4,29890,×,×
20260529,17,5R,堅め,1,0.129,3-2-1,18850,×,○
20260529,17,6R,堅め,1,0.132,3-6-1,8310,×,○
20260529,17,7R,堅め,1,0.151,1-2-3,430,○,◎
20260529,17,8R,混戦,1,0.026,1-4-2,890,-,◎
20260529,17,9R,堅め,1,0.183,3-1-2,3190,○,○
20260529,17,10R,混戦,1,0.064,1-5-2,4630,-,◎
20260529,17,11R,波乱,4,-0.071,2-1-4,5230,○,○
20260529,17,12R,堅め,1,0.243,1-2-5,1790,○,◎
20260529,18,1R,堅め,1,0.131,1-2-3,1050,○,◎
20260529,18,2R,堅め,1,0.297,1-4-3,2560,○,◎
20260529,18,3R,堅め,1,0.07,1-6-3,1620,○,◎
20260529,18,4R,堅め,1,0.103,1-2-4,300,○,◎
20260529,18,5R,堅め,1,0.122,5-4-6,14390,×,×
20260529,18,6R,波乱,4,-0.186,3-1-4,11390,○,○
20260529,18,7R,波乱,4,-0.155,5-3-4,25470,○,○
20260529,18,8R,波乱,4,-0.247,2-3-4,990,×,○
20260529,18,9R,堅め,1,0.056,1-2-3,730,○,◎
20260529,18,10R,波乱,4,-0.109,1-2-4,910,×,○
20260529,18,11R,波乱,4,-0.182,1-2-4,950,×,○
20260529,18,12R,堅め,1,0.247,1-2-3,500,○,◎
20260529,23,1R,堅め,1,0.244,1-4-6,2100,○,◎
20260529,23,2R,堅め,1,0.09,2-1-5,2020,○,○
20260529,23,3R,堅め,1,0.11,1-2-5,790,○,◎
20260529,23,4R,波乱,4,-0.032,4-6-5,4950,×,◎
20260529,23,5R,堅め,1,0.168,1-5-3,1460,○,◎
20260529,23,6R,波乱,4,-0.214,1-4-3,1440,×,○
20260529,23,7R,波乱,4,-0.205,2-4-3,1410,×,○
20260529,23,8R,混戦,1,0.076,4-5-3,7720,-,×
20260529,23,9R,混戦,1,0.04,2-3-6,1410,-,×
20260529,23,10R,波乱,4,-0.073,2-5-4,12260,○,○
20260529,23,11R,波乱,4,-0.135,1-2-5,2350,×,×
20260529,23,12R,混戦,1,0.012,1-4-5,1930,-,◎
20260529,24,1R,混戦,1,-0.002,1-3-4,560,-,◎
20260529,24,2R,堅め,1,0.084,1-3-6,1250,○,◎
20260529,24,3R,混戦,1,0.005,4-1-5,11370,-,○
20260529,24,4R,波乱,4,-0.052,1-2-5,1380,×,×
20260529,24,5R,混戦,1,0.019,1-4-6,2150,-,◎
20260529,24,6R,堅め,1,0.394,5-2-6,4490,○,×
20260529,24,7R,堅め,1,0.38,1-4-6,840,○,◎
20260529,24,8R,混戦,1,0.048,1-2-6,940,-,◎
20260529,24,9R,堅め,1,0.153,5-1-6,2820,○,○
20260529,24,10R,堅め,1,0.261,1-2-3,560,○,◎
20260529,24,11R,混戦,1,0.035,5-1-3,34270,-,○
20260529,24,12R,波乱,4,-0.192,1-4-5,720,×,○
20260530,01,1R,波乱,4,-0.149,1-4-3,4490,×,○
20260530,01,2R,波乱,4,-0.13,2-1-6,1920,×,×
20260530,01,3R,波乱,4,-0.168,4-6-1,1680,×,◎
20260530,01,4R,波乱,4,-0.108,2-5-4,6600,○,○
20260530,01,5R,波乱,4,-0.06,1-4-5,1660,×,○
20260530,01,6R,堅め,1,0.184,1-4-3,1010,○,◎
20260530,01,7R,堅め,1,0.141,1-3-2,640,○,◎
20260530,01,8R,堅め,1,0.24,3-5-6,5910,×,×
20260530,01,9R,堅め,1,0.2,1-2-5,730,○,◎
20260530,01,10R,波乱,4,-0.084,1-2-5,1070,×,×
20260530,01,11R,堅め,1,0.219,1-2-5,860,○,◎
20260530,01,12R,堅め,1,0.226,1-4-2,6030,×,◎
20260530,02,1R,混戦,1,0.014,6-5-3,9860,-,×
20260530,02,2R,波乱,4,-0.101,4-2-6,4420,×,◎
20260530,02,3R,波乱,4,-0.246,4-6-5,1690,×,◎
20260530,02,4R,波乱,4,-0.272,4-3-5,1770,×,◎
20260530,02,5R,混戦,1,0.027,1-5-4,3870,-,◎
20260530,02,6R,堅め,1,0.156,4-5-6,560,○,×
20260530,02,7R,混戦,1,-0.008,2-1-3,1230,-,○
20260530,02,8R,波乱,4,-0.083,2-6-5,3810,×,×
20260530,02,9R,混戦,1,0.013,1-3-2,1270,-,◎
20260530,02,10R,堅め,1,0.228,3-2-1,1260,○,○
20260530,02,11R,堅め,1,0.166,3-1-2,9760,×,○
20260530,02,12R,堅め,1,0.236,1-2-3,570,○,◎
20260530,03,1R,波乱,4,-0.03,3-1-6,3140,×,×
20260530,03,2R,波乱,4,-0.15,4-5-1,20580,○,◎
20260530,03,3R,波乱,4,-0.247,3-5-1,9040,○,×
20260530,03,4R,波乱,4,-0.301,2-4-5,5400,○,○
20260530,03,5R,堅め,1,0.054,3-1-2,3920,○,○
20260530,03,6R,堅め,1,0.043,3-5-4,15060,×,×
20260530,03,7R,堅め,1,0.087,1-3-5,2120,○,◎
20260530,03,8R,波乱,4,-0.142,1-2-4,2930,×,○
20260530,03,9R,波乱,4,-0.131,2-3-5,5160,○,×
20260530,03,10R,波乱,4,-0.17,4-1-5,1910,×,◎
20260530,03,11R,堅め,1,0.153,1-2-4,920,○,◎
20260530,03,12R,波乱,4,-0.147,1-2-4,730,×,○
20260530,05,1R,波乱,4,-0.134,3-5-1,7780,○,×
20260530,05,2R,堅め,1,0.035,1-3-4,990,○,◎
20260530,05,3R,波乱,4,-0.132,1-4-3,910,×,○
20260530,05,4R,波乱,4,-0.155,1-2-3,1170,×,×
20260530,05,5R,堅め,1,0.103,1-3-5,690,○,◎
20260530,05,6R,波乱,4,-0.112,1-3-4,3380,×,○
20260530,05,7R,波乱,4,-0.153,2-4-5,2630,×,○
20260530,05,8R,堅め,1,0.153,1-3-5,510,○,◎
20260530,05,9R,波乱,4,-0.072,1-3-4,1490,×,○
20260530,05,10R,堅め,1,0.086,1-3-2,1110,○,◎
20260530,05,11R,堅め,1,0.203,3-6-1,7530,×,○
20260530,05,12R,混戦,1,-0.045,2-1-4,2950,-,○
20260530,06,1R,混戦,1,0.041,1-3-5,950,-,◎
20260530,06,2R,混戦,1,0.036,5-6-1,33170,-,○
20260530,06,3R,混戦,1,0.062,3-1-5,2710,-,○
20260530,06,4R,波乱,4,-0.141,4-6-5,11110,○,◎
20260530,06,5R,混戦,1,0.031,1-2-5,860,-,◎
20260530,06,6R,混戦,1,0.045,1-6-2,1830,-,◎
20260530,06,7R,波乱,4,-0.04,5-2-1,49520,○,×
20260530,06,8R,混戦,1,0.003,3-5-6,35590,-,×
20260530,06,9R,堅め,1,0.131,1-6-5,5050,×,◎
20260530,06,10R,混戦,1,0.046,4-2-3,18560,-,×
20260530,06,11R,波乱,4,-0.063,5-2-3,27860,○,×
20260530,06,12R,混戦,1,-0.015,1-4-3,1660,-,◎
20260530,07,1R,混戦,1,0.013,2-1-4,1660,-,○
20260530,07,2R,波乱,4,-0.236,4-1-2,5130,○,◎
20260530,07,3R,堅め,1,0.101,1-3-4,1240,○,◎
20260530,07,4R,波乱,4,-0.175,5-6-3,27030,○,×
20260530,07,5R,波乱,4,-0.166,5-4-3,116120,○,○
20260530,07,6R,堅め,1,0.083,2-1-4,1430,○,○
20260530,07,7R,堅め,1,0.092,1-3-2,1320,○,◎
20260530,07,8R,波乱,4,-0.114,1-4-6,1170,×,○
